date,min,max,median,q1,q3,stdev,count
2022-05-27T00:00:00.000Z,0,0.1,0,0,0,0.007,504
2022-05-28T00:00:00.000Z,0,0,0,0,0,0,534
2022-05-29T00:00:00.000Z,0,0.03,0,0,0,0.001,465
2022-05-30T00:00:00.000Z,0,0.1,0,0,0,0.005,491
2022-05-31T00:00:00.000Z,0,0.1,0,0,0,0.004,508
2022-06-01T00:00:00.000Z,0,0,0,0,0,0,508
2022-06-02T00:00:00.000Z,0,0.03,0,0,0,0.002,204
2022-06-03T00:00:00.000Z,0,0,0,0,0,0,323
2022-06-04T00:00:00.000Z,0,0,0,0,0,0,437
2022-06-05T00:00:00.000Z,0,0,0,0,0,0,447
2022-06-06T00:00:00.000Z,0,0,0,0,0,0,356
2022-06-07T00:00:00.000Z,0,0,0,0,0,0,539
2022-06-08T00:00:00.000Z,0,0,0,0,0,0,502
2022-06-09T00:00:00.000Z,0,0,0,0,0,0,506
2022-06-10T00:00:00.000Z,0,0.1,0,0,0,0.008,497
2022-06-11T00:00:00.000Z,0,0,0,0,0,0,476
2022-06-12T00:00:00.000Z,0,0,0,0,0,0,497
2022-06-13T00:00:00.000Z,0,0,0,0,0,0,487
2022-06-14T00:00:00.000Z,0,0,0,0,0,0,367
2022-06-15T00:00:00.000Z,0,0,0,0,0,0,503
2022-06-16T00:00:00.000Z,0,0,0,0,0,0,504
2022-06-17T00:00:00.000Z,0,0,0,0,0,0,444
2022-06-18T00:00:00.000Z,0,0,0,0,0,0,521
2022-06-19T00:00:00.000Z,0,0,0,0,0,0,458
2022-06-20T00:00:00.000Z,0,0,0,0,0,0,384
2022-06-21T00:00:00.000Z,0,0,0,0,0,0,380
2022-06-22T00:00:00.000Z,0,0,0,0,0,0,354
2022-06-23T00:00:00.000Z,0,0,0,0,0,0,317
2022-06-24T00:00:00.000Z,0,0,0,0,0,0,573
2022-06-25T00:00:00.000Z,0,0,0,0,0,0,576
2022-06-26T00:00:00.000Z,0,0,0,0,0,0,582
2022-06-27T00:00:00.000Z,0,0,0,0,0,0,556
2022-06-28T00:00:00.000Z,0,0,0,0,0,0,546
2022-06-29T00:00:00.000Z,0,0,0,0,0,0,565
2022-06-30T00:00:00.000Z,0,0,0,0,0,0,566
2022-07-01T00:00:00.000Z,0,0,0,0,0,0,550
2022-07-02T00:00:00.000Z,0,0,0,0,0,0,561
2022-07-03T00:00:00.000Z,0,0,0,0,0,0,543
2022-07-04T00:00:00.000Z,0,0,0,0,0,0,562
2022-07-05T00:00:00.000Z,0,0,0,0,0,0,536
2022-07-06T00:00:00.000Z,0,0,0,0,0,0,554
2022-07-07T00:00:00.000Z,0,0,0,0,0,0,370
2022-07-08T00:00:00.000Z,0,0,0,0,0,0,543
2022-07-09T00:00:00.000Z,0,0,0,0,0,0,540
2022-07-10T00:00:00.000Z,0,0,0,0,0,0,526
2022-07-11T00:00:00.000Z,0,0,0,0,0,0,557
2022-07-12T00:00:00.000Z,0,0,0,0,0,0,574
2022-07-13T00:00:00.000Z,0,0,0,0,0,0,513
2022-07-14T00:00:00.000Z,0,0,0,0,0,0,545
2022-07-15T00:00:00.000Z,0,0.03,0,0,0,0.001,513
2022-07-16T00:00:00.000Z,0,0,0,0,0,0,577
2022-07-17T00:00:00.000Z,0,0.05,0,0,0,0.002,587
2022-07-18T00:00:00.000Z,0,0,0,0,0,0,584
2022-07-19T00:00:00.000Z,0,0,0,0,0,0,576
2022-07-20T00:00:00.000Z,0,0,0,0,0,0,576
2022-07-21T00:00:00.000Z,0,0,0,0,0,0,573
2022-07-22T00:00:00.000Z,0,0,0,0,0,0,583
2022-07-23T00:00:00.000Z,0,0,0,0,0,0,573
2022-07-24T00:00:00.000Z,0,0,0,0,0,0,576
2022-07-25T00:00:00.000Z,0,0.05,0,0,0,0.002,576
2022-07-26T00:00:00.000Z,0,0,0,0,0,0,128
2022-07-27T00:00:00.000Z,0,0,0,0,0,0,335
2022-07-28T00:00:00.000Z,0,0,0,0,0,0,567
2022-07-29T00:00:00.000Z,0,0,0,0,0,0,549
2022-07-30T00:00:00.000Z,0,0,0,0,0,0,548
2022-07-31T00:00:00.000Z,0,0,0,0,0,0,562
2022-08-01T00:00:00.000Z,0,0,0,0,0,0,505
2022-08-02T00:00:00.000Z,0,0,0,0,0,0,529
2022-08-03T00:00:00.000Z,0,0,0,0,0,0,552
2022-08-04T00:00:00.000Z,0,0,0,0,0,0,456
2022-08-05T00:00:00.000Z,0,0,0,0,0,0,564
2022-08-06T00:00:00.000Z,0,0,0,0,0,0,556
2022-08-07T00:00:00.000Z,0,0,0,0,0,0,436
2022-08-08T00:00:00.000Z,0,0,0,0,0,0,517
2022-08-09T00:00:00.000Z,0,0.03,0,0,0,0.001,555
2022-08-10T00:00:00.000Z,0,0.03,0,0,0,0.001,480
2022-08-11T00:00:00.000Z,0,0.1,0,0,0,0.005,499
2022-08-12T00:00:00.000Z,0,0.1,0,0,0,0.004,573
2022-08-13T00:00:00.000Z,0,0,0,0,0,0,589
2022-08-14T00:00:00.000Z,0,0,0,0,0,0,560
2022-08-15T00:00:00.000Z,0,0,0,0,0,0,487
2022-08-16T00:00:00.000Z,0,0,0,0,0,0,580
2022-08-17T00:00:00.000Z,0,0,0,0,0,0,447
2022-08-18T00:00:00.000Z,0,0,0,0,0,0,478
2022-08-19T00:00:00.000Z,0,0,0,0,0,0,585
2022-08-20T00:00:00.000Z,0,0,0,0,0,0,542
2022-08-21T00:00:00.000Z,0,0,0,0,0,0,529
2022-08-22T00:00:00.000Z,0,0,0,0,0,0,351
2022-08-23T00:00:00.000Z,0,0,0,0,0,0,535
2022-08-24T00:00:00.000Z,0,0,0,0,0,0,490
2022-08-25T00:00:00.000Z,0,0,0,0,0,0,511
2022-08-26T00:00:00.000Z,0,0,0,0,0,0,555
2022-08-27T00:00:00.000Z,0,0,0,0,0,0,541
2022-08-28T00:00:00.000Z,0,0,0,0,0,0,545
2022-08-29T00:00:00.000Z,0,0,0,0,0,0,537
2022-08-30T00:00:00.000Z,0,0,0,0,0,0,551
2022-08-31T00:00:00.000Z,0,0,0,0,0,0,550
2022-09-01T00:00:00.000Z,0,0,0,0,0,0,498
2022-09-02T00:00:00.000Z,0,0.1,0,0,0,0.006,472
2022-09-03T00:00:00.000Z,0,0.1,0,0,0,0.006,414
2022-09-04T00:00:00.000Z,0,0.05,0,0,0,0.003,254
2022-09-05T00:00:00.000Z,0,0.08,0,0,0,0.005,351
2022-09-06T00:00:00.000Z,0,0,0,0,0,0,536
2022-09-07T00:00:00.000Z,0,0,0,0,0,0,501
2022-09-08T00:00:00.000Z,0,0,0,0,0,0,356
2022-09-09T00:00:00.000Z,0,0,0,0,0,0,534
2022-09-10T00:00:00.000Z,0,0,0,0,0,0,526
2022-09-11T00:00:00.000Z,0,0.1,0,0,0,0.004,521
2022-09-12T00:00:00.000Z,0,0.1,0,0,0,0.007,477
2022-09-13T00:00:00.000Z,0,0.1,0,0,0,0.006,491
2022-09-14T00:00:00.000Z,0,0.1,0,0,0,0.007,523
2022-09-15T00:00:00.000Z,0,0.1,0,0,0,0.005,523
2022-09-16T00:00:00.000Z,0,0.1,0,0,0,0.005,504
2022-09-17T00:00:00.000Z,0,0.1,0,0,0,0.012,486
2022-09-18T00:00:00.000Z,0,0.1,0,0,0,0.01,530
2022-09-19T00:00:00.000Z,0,0.1,0,0,0,0.009,504
2022-09-20T00:00:00.000Z,0,0.1,0,0,0,0.008,437
2022-09-21T00:00:00.000Z,0,0.1,0,0,0,0.007,490
2022-09-22T00:00:00.000Z,0,0.08,0,0,0,0.003,526
2022-09-23T00:00:00.000Z,0,0.08,0,0,0,0.005,526
2022-09-24T00:00:00.000Z,0,0.1,0,0,0,0.007,527
2022-09-25T00:00:00.000Z,0,0.1,0,0,0,0.006,520
2022-09-26T00:00:00.000Z,0,0.1,0,0,0,0.011,510
2022-09-27T00:00:00.000Z,0,0.05,0,0,0,0.003,512
2022-09-28T00:00:00.000Z,0,0,0,0,0,0,517
2022-09-29T00:00:00.000Z,0,0.08,0,0,0,0.004,495
2022-09-30T00:00:00.000Z,0,0.1,0,0,0,0.006,507
2022-10-01T00:00:00.000Z,0,0.1,0,0,0,0.006,468
2022-10-02T00:00:00.000Z,0,0.1,0,0,0,0.006,267
2022-10-03T00:00:00.000Z,0,0.1,0,0,0,0.008,284
2022-10-04T00:00:00.000Z,0,0,0,0,0,0,340
2022-10-05T00:00:00.000Z,0,0.1,0,0,0,0.008,322
2022-10-06T00:00:00.000Z,0,0.1,0,0,0,0.009,521
2022-10-07T00:00:00.000Z,0,0.1,0,0,0,0.01,502
2022-10-08T00:00:00.000Z,0,0.1,0,0,0,0.014,500
2022-10-09T00:00:00.000Z,0,0.1,0,0,0,0.005,544
2022-10-10T00:00:00.000Z,0,0.1,0,0,0,0.007,516
2022-10-11T00:00:00.000Z,0,0.1,0,0,0,0.011,532
2022-10-12T00:00:00.000Z,0,0.1,0,0,0,0.011,539
2022-10-13T00:00:00.000Z,0,0.1,0,0,0,0.015,548
2022-10-14T00:00:00.000Z,0,0.1,0,0,0,0.012,524
2022-10-15T00:00:00.000Z,0,0.1,0,0,0,0.013,543
2022-10-16T00:00:00.000Z,0,0.1,0,0,0,0.007,418
2022-10-17T00:00:00.000Z,0,0.1,0,0,0,0.011,531
2022-10-18T00:00:00.000Z,0,0.08,0,0,0,0.005,351
2022-10-21T00:00:00.000Z,0,0.1,0,0,0,0.011,511
2022-10-22T00:00:00.000Z,0,0.1,0,0,0,0.011,543
2022-10-23T00:00:00.000Z,0,0.1,0,0,0,0.011,536
2022-10-24T00:00:00.000Z,0,0.1,0,0,0,0.007,521
